summary,city,state,date_time,shape,text,city_latitude,city_longitude
"Bow Tie shaped craft near Montrose, Iowa.",Montrose,IA,2014-09-12T03:08:00,other,"Bow Tie shaped craft near Montrose, Iowa. On the morning of September 12, 2014 we were driving home from work when we topped a hill near the Lee County Sheriff’s Office on Highway 61 South in Iowa and saw very bright lights low in the sky.  Left to right were; green, white and red.  All were very bright and looked like a cluster.   We drive this road six mornings a week and have never seen anything like this before.  We proceeded on our way watching the lights, they stayed were they were, and kept getting closer to us.   When we came around a corner between mile marker 13 and 14 we drove under this cluster and looked up to see what we could make out, three green lights, one very bright white light in the center, and three red lights in a bow tie shape.  It was approximately 200–300 feet above the road and appeared to be slightly larger than an average sedan.",40.5389,-91.4609
Orange sphere over El Cajon.,El Cajon,CA,2014-09-13T19:00:00,sphere,"Orange sphere over El Cajon. At approximately 7:00PM, Saturday evening, September 13, I observed an orange sphere shaped object, motionless, about 35 degrees elevation from level ground with an estimated distance of 1/2 mile.  The sky was clear with clouds in the far distance.   At first I was convinced it was an amateur weather balloon, but it was very breezy out and the object did not move at all.  The wind was blowing out of the southwest at about 5 knots, gusting to 7-8. My viewing angle was north-northeast.  After watching the object for about 90 seconds, seeing no movement, I ran inside to get my binoculars for a closer look.  When I returned roughly 20 seconds later the object was no longer visible. I had an unobstructed view of the sky within a 120 degree arc of the sighting.  The approximate location would be near the intersection of Interstate 8 and Second Ave.  Approximate diameter of the object is 4'. No lights or illumination noticed.  The color was a solid international orange.  Guestimate of altitude: 800'.",32.80505052631579,-116.91756842105264
"Craft flying North on I-5 South  Carlsbad, Ca, Triangle but filled in 5 lights.",Carlsbad,CA,2014-09-12T22:30:00,triangle,"Craft flying North on I-5 South  Carlsbad, Ca, Triangle but filled in 5 lights. I was driving home from work and in the passenger seat of my car going south on I-5   I was leaning back looking out the sun roof because something told be to look up and I saw a craft directly over my car not even as high as the overpass this was at 10:30 at night  between Carlsbad Village Drive and Palomar Airport road  it was heading North over the top of my vehicle   it had 5 lights and was gun metal black no shine and no noise it was right in above me for 5 seconds I have always believed but now I know for sure! by the time I turned around to look out the window it was gone.   The craft was about 25ft across was a boomerang but  it was filled in and blocking stars   I had a real strange feeling that I needed to look up   I have never felt that before when I saw it I knew 100% what it was I had no questions for some reason I just knew it was not of this world",33.12780664961637,-117.30352710997443
"Saw a bright, star-light like one finger's length away from noonday sun in Boulder, clear skies.",Boulder,CO,2014-09-14T12:30:00,light,"Saw a bright, star-light like one finger's length away from noonday sun in Boulder, clear skies. While waiting for a meeting to start, I happened to look up at the sun during a beautiful, cloudless day in Boulder.  I saw a bright object--like a star--about one finger’s length from the sun, my finger one foot from my nose.  I observed it for 5 or 6 minutes, during which time it never moved.  The bright light was stationary.  Because the light did not move, I concluded that it was not any sort of ordinary aircraft (not a helicopter by any means, and no noise whatsoever), nor was it a balloon, because high altitude winds would cause it to move.  The light looked just like a star.  But, how could a star be visible shortly after noon, in a cloudless sky, a finger’s length from the blazing sun?  I have never seen a star under such conditions. 	A man and woman came walking by while I was mulling over the possibilities. I stopped them, to see if they would have a look at the bright object.  They did so, but neither knew what it might be.  One reason I asked them to look was to verify that I was seeing something, and that its nature was not evident. 	After watching it for 8 or 9 minutes, I went inside, but the meeting had not yet started, so I went out again to see check on the light.  It was still there, its position the same.  I was stumped. 	My conclusion: Something very curious was up there, but I have no idea what it might have been.",40.024403601895735,-105.26873952606635
3-ft long fluorescent craft manuvering 3ft above my head and patio around 3AM.  No sound or lights.,Cerritos,CA,2014-09-15T02:30:00,oval,"3-ft long fluorescent craft manuvering 3ft above my head and patio around 3AM.  No sound or lights. Hello,                                                                 19 Sep 2014 	Yes I heard the C2C show this week and heard your report of a 3 ft UFO above the Boulevard near Disneyland.  I saw a similar thing 10 miles away just 3 ft above my head and patio cover,  around 2 ~ 3AM. I walked outside to investigate the racket of a very nearby  helicopter.  To my surprise there were THREE objects maneuvering within 20 ft of my patio cover in the dark with no perception of on board lights; just a ghostly fluorescence. 	All sorts of maneuvers that I couldn’t hear. 	After 2 minutes I became scared and ran back into my house. 	One object looked like a 3ft white  fluorescent goodyear blimp, but without any markings or lights. It could perform complicated Spins both forwards, or backwards.",33.8661,-118.0528
"Ball of light travelling high up, silent.",New Port Richey,FL,2014-09-16T06:00:00,light,"Ball of light travelling high up, silent I got up early one morning it was around 5:56am. Alarm was set for 7am but thought I’d get up and check the weather outside.  It was still dark and the sky was extremely clear, no clouds, and the stars were quite visible.  I decided to go get my camera and take some pictures of the stars since there were so many and visibility was excellent.  I looked up at a group of stars and noticed one of them was moving.  It was a ball of light, silent, and travelling fairly quickly. I thought to myself this is no star or meteorite because of the speed of the object.  I’ve seen meteorites and they fade out pretty fast and travel like a bullet and are gone.  I grabbed my camera and tried to film it with no success. It was pretty high up, maybe 3-5000 feet up.  I watched it for about 90 seconds until it was no longer in sight. Then lo and behold another appeared travelling high up and went by one of those stars that twinkle and appear to change color.  It was also high up (ball of light) and I couldn’t focus for a good picture.  At the same moment in a different area in the sky there was an airplane flying with the typical blinking navigational lights and jet engine sound.  The two were completely different. Then my attention was drawn to this apparent star that was very bright and changing color. Even to the naked eye I could see it change color. I had my camera on a tripod and started to shoot video and a few pictures. This object whatever it was bluish in color and went from a ball of light to a hexagon with a slight dark spot in the middle. Do stars change colors and shapes?? I don’t know. I thought maybe it was the Earth’s atmosphere and it’s distance from Earth that caused these variations in shape and color. Whatever it was it was fascinating to watch and I videotaped it for about 16 minutes. Unfortunately the balls of light just wouldn’t cooperate with my camera. Here’s an interesting tidbit. I was going through the reports on your site and noticed someone in Surfside Beach, SC reported a red ball of light in the sky on 9/19/14. They said when they zoomed in, it looked like a human brain with shades of gray. Although I couldn’t capture this with my camera, when I used my! binoculars to look at this apparent star, it too looked like a brain in the sky. It was really cool looking and when I went out of focus with the binoculars is when it looked like a wired brain in the sky. I thought maybe I was seeing things. Now I know someone else saw a ball of light when zooming in taking on the appearance of a brain. I think I will coin the term UFB,meaning ""unidentified flying brain”. Of course I’m poking a little fun at this but this story is absolutely true. I think many people see odd things in our skies but never take the time to ponder something really different just happened. If I can I will post the picture of this pulsating star and video on your site.",28.24270049382716,-82.67723901234567
Only seen on the photo I have.,Amarillo,TX,2014-09-15T03:00:00,disk,"Only seen on the photo I have. The sighting I have is from my game camera on my place.  It it 22 miles north of Amarillo Texas an away from any electric power lines or houses.  I have the photo from my camera and would like to send it to someone but cannot find an e-mail address to send it. The light is seen over a buck deers back while he is feeding.  It appears it is directly above the deers back as the tree seen in the background is about 10 yeards from where the deer is standing. The stick with the stripes on it are one foot increments, so I can determine the size of the deer.  (I do not kill deer). ((NUFORC Note:  We have requested a copy of the photo.  PD))",35.1857520123839,-101.86299179566564
I noticed brighter yellow flashing lights  so i grab binoculars and it resembled a police copter with red white and blue colors.,Fairfield,CA,2014-09-17T03:00:00,other,I noticed brighter yellow flashing lights  so i grab binoculars and it resembled a police copter with red white and blue colors then as i seen more clear through the binoculars it looked like it was really spinning white blue green red colors. So i woke up my boyfriend to look so i didnt sound crazy xplaining it.  He saw same thing. Its still ther i jus cheked the other yellowish one but does not look like the one to the right of the moon. Idk wat it could b from.,38.26628125,-122.04649967105263
Followed vehicle and occupants from Home to destination approximately 30 to 40minutes away. Stopped when vehicle stopped and appeared t,Millsboro,DE,1999-09-23T14:00:00,egg,"Followed vehicle and occupants from Home to destination approximately 30 to 40minutes away. Stopped when vehicle stopped and appeared to hover. There was only one object. It was similar to  an egg silver in color with what appeared to be a orange stripe on the side. It would stop when the cars occupants stopped and speed up when they came to wooded areas so that it appeared the object was trying to beat them to the clearing.It was ""similar to a blimp but a lot smaller minus the passenger area."" One witness thought she saw what appeared to be green writing on the side.",38.5608,-75.3351
Bright object seen over Vail for 90 minutes.  ((NUFORC Note:  We suspect the witness observed the balloon over NM.  PD)),Vail,CO,2014-09-15T06:45:00,sphere,"Bright object seen over Vail for 90 minutes I work as a security officer at the medical facility in town and on Monday morning, 9/15, at about 0645 AM I was patrolling outside the facility and looked up at a clear blue sky to see the moon off to the south.  I was surprised to see a very bright object below and to the right of the moon, more towards the SSW.  I watched it for several minutes and it appeared completely stationary.  While it did not appear to be a bright star or planet I went back inside and checked the 'Heaven's Above' site and there was nothing seen near the moon.  I went back outside and watched the object again, and over a dozen or more employees and visitors saw the object too.  During this time the object, which had appeared to be stationary, began to move very slowly to the east.  It was still in the sky around 0810 when I went out with two employees to see if we could still see it, which we could, though it was now in the southeast and still visible despite the sun being up.  I took 8 photos with my I-phone and when enlarged on my computer do not show any detail.  The consensus of the people who saw the object was that it was a high altitude balloon. I thought it might be a large balloon, and if so would likely be known to the FAA and tracked by their radar. I called the Eagle County airport and was told that they knew nothing about large balloons in the area, and suggested I call the FAA.  Eventually I talked with a supervisor in the FAA Denver office who said they had no information on any large balloons over Vail at the time.  They suggested I contact your site. There I read about the sightings that occurred around Albuquerque/Santa Fe area on the 13th, and thought it might be the same thing.  I also read the article on the X-Calibur balloon which was interesting and if the balloon operates at 120,000 feet then it would not be a worry for the FAA.  It would be nice to know more about this balloon and if it had been launched as planned, and where it traveled to so far.  Also knowing wind directions over this time.  Fort Sumner is about 140 miles southeast of Albuquerque and the winds often come out of the southwest this time of the year, but then there might not be wind at 120,000 feet. I am a MUFON field investigator, currently inactive, who have had numerous sightings out here, so when I saw this object I thought it might be a UFO.  Eagle County is a very active area and was among the top 100 counties in the U.S. in reported UFO sightings, I think about 95th on the list.  As a MUFON investigator I have done about three dozen investigations in the area, and also have talked with dozens of people who have had good UFO sightings out here that were never officially reported.  We have had some cattle mutilations and reports of orbs over the years.  I have had several dozen good sightings myself, including three where the UFO was within a few hundred feet of me. It's amazing what you might see when you look up a lot.  I have had two good LITS sightings in the last two months, one on 8/14 and the other on 9/2, and will do reports at your sight in a day or two.  Also I will call to see if you have any more info on this X-Calibur balloon.",39.6411129032258,-106.3277741935484
"Large non-blinking light over Warrior, Alabama.",Warrior,AL,2014-09-17T20:00:00,light,"Large non-blinking light over Warrior, Alabama Seen one very large bright light moving South.  This object was too low and moving too fast to be an airplane.  There were no blinking lights or sound.",33.8185,-86.84
4 bright amber lights.,Wickenburg,AZ,2014-09-17T21:35:00,circle,"4 bright amber lights. On Wednesday September 17th, 2014, at approximately 9:35 PM Pacific Time, I was driving west on Sun Valley Parkway and saw two amber lights that were circular in shape about a mile apart and about 2 miles up in the sky. My guess the location was about 15 miles south to southwest of Wickenburg Arizona.  About a minute later 2 more appeared near the north amber light. They appeared at times to be slightly glowing. They were not moving and I heard no noise.   At about 9:40 PM, they just disappeared within a few seconds of each other. I then looked everywhere in that general direction for the remainder of my trip home for the next 10 minutes but never saw them again. This incident occurred about 30 miles northwest of Luke Air Force Base and about 10 miles west of the secondary Luke Air Force Base used for emergency landings.",33.9105,-112.879925
Light seen in sky over Lakewood area.,Lakewood,CO,2014-09-18T02:00:00,light,"Light seen in sky over Lakewood area. I woke up at around 2 am and focused on my east facing window for some reason. We have an annoying dog as our backyard neighbors and I thought maybe the dog had barked, so I was laying in bed looking out the window waiting for a bark, when I saw a small white light in the sky zoom in from the left (north) at a great deal of speed. The light stopped within the view of my window and stopped moving. I would estimate the light to be over the Colfax/Wadsworth area, but it was hard to tell as the I had a very limited frame of reference. In my sleep addled state I thought at first that it was a plane, but then I realIzed how fast it moved into my field of view and that it had stopped.  I surmised that if it was a plane, it's reference within the window would change against the tree tops I can also see In the window. I watched the light for a full 20 minutes and it never moved.  I then began to think it was a star, but again no other stars were visible due to the light pollution of Denver and it had literally flown into my field of view earlier. I drifted off to sleep at this time for about 10 minutes by my brdside clock and when I looked again the object was still in its same place and not moving. The light looked white and ""flickery"" like a star looks but it's position never moved against any reference points in my window. It never grew larger or smaller either, so I surmise it was hovering. It also had no noise I could discern, nor did it project any light (like a searchlight) it just looked like a star.  I fell asleep again at 2:35 and woke back up at 2:45 and the object was gone from view completely.  I even got out of bed to see if it was now behind a tree, but it was completely gone from view.",39.7047,-105.0814
16 orange lights in pairs sighted southern skies of eastern PA.,Quarryville,PA,2014-09-18T17:35:00,light,"16 Orange lights in pairs sighted Southern skys of Eastern PA I was sitting in the bleachers watching a tractor pull (noisy event) when i observed two pairs of orangish lights traveling slowly across the sky at a rate of a slow small aircraft or helicopter.   The first pair turned to the SW, then another pair appeared from the east, then another, each pair turning to the SW following the same path.  There were a total of 16 lights.   The objects disappeared below the treeline to the South of the grandstands.  I thought someone was flying small RC drones as part of the town fair.  That was for the first 4.   Then the next 4 came and I thought they might be helicopters doing something for Aberdeen Proving Ground (about 45 min drive SW of us)...which may well be the case, but no information has yet surfaced.",39.8631,-76.1525
Orange/red balls.,Harrison,OH,2015-01-12T18:30:00,circle,"orange/red balls While running an errand this evening at the local grocery store, I noticed 2 dark orange balls of light in the night sky.  Since we have an airport in our community, I suspected it was a helicopter or other air craft at first, that changed direction maybe suddenly (?) I suspected the two balls of light were the lights on either end of a plane, or either wing... or nose and tail?   That was not the case.  The two balls moved in a fashion that made me suspect the plane (or helicopter) must be spinning or about to crash... then, as the balls twisted around in mid air, the seem to be interacting with each other somehow.  (Truly having a panicky moment then, as I realized it was not a plane, and it was NOT a crashing plane.   The two balls then skittered off, far enough apart that I knew they were not one plane, and then sped up..  Seemingly propelled by something.   The entire thing from start to finish only too a few minutes...but the time I stopped panicking enough to think I should get out my cell for a video, they were gone.   I'm an educated rational, sane person.",39.2486,-84.7313
"Twinkling white, blue, red and green hovering light along with fireball object.  ((NUFORC Note:  Sirius??  PD))",Fairview,MI,2015-01-12T19:00:00,unknown,"Twinkling white, blue, red and green hovering light along with fireball object I was going outside to start my vehicle, when I looked up at the stars.  We live in a small town, and having no city lights does wonders for stargazing.   I noticed a very bright, twinkling “star”.  Both my husband and I have seen it before, so I watched it for a bit to make sure it was the same thing I had seen.  Both times, I noticed it was moving in odd directions, up, down, diagonal, and sometimes a sort of circle.    I also noticed it was not only white but flashed some blue and red, with possibly some green.  I watched it for a long time to make sure I was seeing what I thought I was.  I went in to tell my husband and we watched it together.  My kids saw us staring at the sky and started watching and noticed the twinkling lights as well.  It was visible for a few hours and I think the clouds dimmed it out and it just faded away.   During that time, maybe half an hour before we lost visual contact, we saw what looked like a comet or fireball in the sky.  For a split second I thought it was a shooting star, but when I thought about it, it was most definitely NOT a shooting star, way too close and very big, and the “twinkling star” was most definitely NOT a star because as far as I know, stars don’t move.   I cannot tell the shape of the object because it’s a little too far away, but it doesn't move like any craft I am aware of. ((NUFORC Note:  A possible sighting of ""Sirius,"" we suspect??  PD))",44.7257,-84.0095
Unknown large object being escorted at low altitude; too dark to tell.,Maricopa,AZ,2015-01-12T19:00:00,triangle,"Unknown large object being escorted at low altitude; too dark to tell. Around 7 p.m., heard a loud rumbling noise coming across the sky, not very loud, but loud enough to rumble.   Called my son out so that he could come and take a look, and I tried to take pictures, but they didn't come out.   And we seen what look like a craft going over head very large, and it was headed south.  Looked like planes, 2 of them, but not sure they made no noise.  Took off, headed east, in the direction they first came from.   Not sure what it was. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",33.055867567567574,-112.05598918918919
Red and orange flying objects seem in the south sky moving in clusters and disappeared,Gilbert,AZ,2015-01-12T19:00:00,flash,"Red and orange flying objects seem in the south sky, moving in clusters, and disappeared There were 25-30 red orange objects flying in the southwest sky, flying toward Gila River area.  They flew in clusters, and disappeared quickly.",33.33960089766607,-111.78126499102333
"Brilliant white fireball over Redding, CA.",Anderson,CA,2015-01-12T19:00:00,fireball,"Brilliant white fireball over Redding, CA I have seen numerous ""fireballs"" overhead in the past couple of months, but this one was huge. Two of my neighbors also witnessed this one.   It was a brilliant white ball which appeared abruptly at about 45 degrees above the horizon just north of west from our location and maintained both its size and luminosity as it descended to the horizon (unlike a meteorite).",40.4458,-122.3548
"A large object, engulfed in flames, chillingly drifts along Rancho Cucamonga foothills.",Rancho Cucamonga,CA,2015-01-12T19:40:00,fireball,"A large object, engulfed in flames, chillingly drifts along Rancho Cucamonga foothills. I stepped out to my car to grab some items and my attention was instantly drawn to the northern foothills, a solid mass engulfed in flames was drifting in a slow upward ascend.  It seemed huge, like the size of a mini van.   Judging by the foothills in the background, it had to have been a couple thousand feet climbing to the upper atmosphere, where it gently faded into nothing.  We noticed it re- ignited about a mile east, for a minute or so, then it disappeared when commercial aircraft was near its proximity.   I still have the chills going through my body from seeing that..",34.131319269776874,-117.57976085192698
Low-frequency pulsing hum associated with aircraft lights flying around for over 40 minutes,Oakville,ON,2015-01-12T23:00:00,unknown,"low frequency pulsing hum associated with aircraft lights flying around for over 40 minutes Woke up from a light sleep by an irritating low frequency pulsing hum that could not be localized, It felt as if it was inside my head.  Got out of bed and went to the window to see if there was any machinery on the street.  You could describe the sound as being like the idle of an engine but only in terms of rhythm.  This frequency was much lower than any engine.  I could almost feel this hum throughout my body. When I looked out onto the street, there was no activity.  However, there was what appeared to be several aircraft each with multiple lights in the sky.   After watching for a couple of minutes the configuration of the lights changed with the direction of the movement.  So you could assume the multiple white lights were at the front and multiple red lights at the rear.  The rear red lights were in two rows on top of each other which gave the appearance of a straight flat surface at the back of the craft.  The lights themselves looked like running lights (small, singular, but bright).  When the craft appeared sideways you could see much less white at the front and similarly red at the back with large dark gap (lack of any lights) at the sides.   Since it was night and the sky was clear yet dark, I could not discern any solid shape other than what you might think is shape determined by the configuration of the lights.  My window points south towards the lake whose shoreline is only 1 mile away.  Two craft were just west of my position (right) and were off shore heading inland (toward but just west of my house).  They were low on the horizon.  As they passed, I could not see an underside of the craft.   They were moving very slowly, (much slower than any small plane) and made no noise.  The third craft was some distance away to the far south east and much less visible but appeared to be just hovering (stationary).  Feeling awkward about what I had seen, I tried to go back asleep.  But the hum continued.   I could not fall back asleep and the hum seem to grow louder again.  So I got up and went to the window again.  This time, the aircraft were south and east of my house.  Their movement appeared to be along the shoreline, heading north, then south in a zig zag pattern heading from west to east. The distant craft was still stationary off to the south east. When I went to the back window I expected to see the craft continue further inland (north) and west (left) from my position. But I could see nothing.  Seems as though their flight pattern would zag, about where my house was as a distance from the lake, and they would head back south again. I went and got a pair of binoculars.  The configuration of the lights were clearer but I could still not determine the shape of the object.   Again, I felt a little silly with my wife sleeping beside me while I walk about the bedroom peering out of the windows, so I tried to go back asleep again.   The hum continued (never abated), and again got more intense, so I got out of bed again to have a look.  This continued for over 40 minutes.  I know because the hockey game was on (was falling asleep to it) and 2 periods had passed while this was happening.  Also, at one point the tv signal got scrambled for a brief moment which I thought was odd (not unlike everything else that was going on).   The objects continued eastward zigzagging north then south.  As they got more distant, I went back to bed and eventually fell asleep. The closes proximity I would say was practically over my house just to the east at a fairly low altitude 1500–2000 feet, but I could still not see any underside (nor lights).   The size would be that of a single engine 4 seat plane.  They made no noise.",43.46031845574388,-79.71625894538606
Looked like a falling satellite.,Plymouth,MI,2015-01-13T14:08:00,unknown,"Looked like a falling satellite. A very strange pair of much wider than normal white contrails falling east in a completely clear daylight sky.  The trail dissipated quickly behind the craft.   Whatever it was, it seemed to be creating a lot of drag.  The first thought that came to our mind was a falling satellite of some kind.   There was another white or gray jet with no contrail much lower heading southwest at the same time.",42.3714,-83.4702
Thee orange light flying in triangle formation with fourth light behind.,Roseville,CA,2015-01-13T18:30:00,light,"Thee orange light flying in triangle formation with fourth light behind. My husband,daughter were walking in our neighborhood.  We noticed 3 orange lights in triangle formation flying from southern sky towards us level.   At first they looked like helicopter lights.  However, as they neared us, one at a time each light headed straight up and disappeared.  4th light followed closely behind the three and like the first three, flew up and disappeared.   Lights did not blink and there was no sound.   Had enough time to discuss what we saw and disappointed that none of us had a cell phone to capture it!",38.76717395833333,-121.3107662202381
"Triangular flying object with 3 white lights and 1 red light in middle, blinking in a pattern.",Newport Beach,CA,2015-01-13T18:30:00,triangle,"Triangular flying object with 3 white lights and 1 red light in middle, blinking in a pattern. Was outside looking for the moon because my 20-month-old loves to say ""mooo"" and points up so we go out each night into the front or back yard to find it...  Tonight, it was not out yet but we were still looking because he was going ""mooo"" crazy... Anyhow, we went out front and it was pretty clear, could see many stars, including a few very high flying objects.  I assume they may have been satellites but one thing i saw had 3 white lights in a triangle shape, and one red light in the middle.  They would blink almost as if morse code, but couldn't really read it (even though I kind of know morse).  But there was a pattern in the lights.  I could not identify a shape because it was so high, but the fact that the triangle was so big and it was so high up, it must have been HUGE!  Anyhow, we went back inside to show my wife and when we went back out it was gone.",33.62471950617284,-117.88516172839506
Two red-orange spheres headed west. Moved very slowly and gradually faded out of sight over the ocean.,Pacific Grove,CA,2015-01-01T21:45:00,sphere,Two red-orange spheres headed west.  Moved very slowly and gradually faded out of sight over the ocean. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),36.6175,-121.9213
At 10:00pm our dogs and the neiborhood dogs started to bark.  I went outside to check why they were barking.  I looked around and saw i,Lower Lake,CA,1999-09-24T22:00:00,triangle,"At 10:00pm our dogs and the neiborhood dogs started to bark.  I went outside to check why they were barking.  I looked around and saw in the north east a hovering triangle object.  It's had bright lights coming from it. They would get bright and dimmer.  During this time 8-12 Jets flew in the approximate area of the object.  The object would move in circular and figure eight moves, while bobbing in the sky. It eventually moved farther away in the sky untill it was just one light in the sky. The object was close enough when I first saw it to see some detail.  It had a triagle shape. Lights came from the three angles of it's triangle shape.  The light it omitted was white like a star, however at the angles of the object the light was a golden yellow color.  The object kept moving away from me in a north east direction in the sky.  While hovering away it would move in circles and figure eight motions.  While moving in these motions it would bob up and down quickly.  A couple of jets were flying around it.  Later many more jets flew over the area in the sky.  The came from the east and west.  The first few jets banked around the object.  The rest flew straight accross the sky. From the east and west.  The last jet flew high above the object.  The jets lasted about half a hour.  Then they left.  You could hear them and see their lights flashing on and off.  When the object and the jets were in the sky together they seemed to dance all around the sky. We rarely hear or see more than one jet at night.  To see that many in a half hour was bizzare.  I also saw little dots moving fast around the sky of the object. During this hour I saw two shooting stars or what I believed to be shooting stars.  One went across the whole eastern sky, while the other one went across the western sky. Eventually, after an hour the object moved far off into the north west sky.",38.8898,-122.5532
Red to blue streak.,West Babylon,NY,2015-01-02T02:48:00,unknown,Was walking my dog look up saw a red to blue streak then disappear. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),40.70668992248062,-73.35013255813953
Slowly rotating group of lights hovering with car.,Waynesville,MO,2015-01-02T02:00:00,formation,"Slowly rotating group of lights hovering with car We saw a grouping of 8 dinner plate sized lights, in a rotating formation.   While driving on I-44, just past Fort Leonard Wood area.  Saw them first in front, somewhat bright, not round-more flattened, about 1/2 mile ahead.   Then shortly right above and in front of car, moving slowly then to right of car, then over top (visible in windshield), then moved over to left.  Lights were in formation, slowly rotating, about 10-20 yards from car, keeping up with us at 60 mph.  Then went over car, not seen leaving over back. Observed time in distance about 20 seconds.  Time right over car was about 1:15 minutes to 1:30. This was 2 AM, cloudy skies had been raining earlier in day.  Very light traffic, one truck about 1/2 mile back. No object was visible, only the lights.  Maybe a drone?",37.8234,-92.2535
3 red orbs traveling quickly across the night sky. Disappeared within 30 sec. of sighting.,Durham,NC,2015-01-02T00:05:00,fireball,"3 red orbs traveling quickly across the night sky. Disappeared within 30 sec. of sighting. I was driving down the road and happened to notice in the sky 3 red balls in the air, they were equally spaced apart traveling fairly quickly.  There was no sound from what I could hear.  I got on a round about to proceed onto the highway and got my camera out but as I got positioned to capture them on camera they were gone.",35.98046262866192,-78.8981362628662
"A large, silent, bright orange, hovering flying object, dimmed and brightened its ""lights,"" and then vanished.",Sequim,WA,2015-01-01T22:13:00,changing,"A large, silent, bright orange, hovering flying object, dimmed and brightened its ""lights,"" and then vanished. On New Years Day 2015 at approximately 10:13 p.m., we were just returning from going to the store and noticed a large, silent, flying object (to the east) that was bright orange (like fire) and hovered.  The night was slient - no sounds of planes, helicopters, or the like.  In fact, there were no sounds at all - not even of other vehicles or animals - only silence and us quietly discussing what we thought it was we were seeing.   Because we knew this was not an airplane or helicopter, I suggested taking photographs with my cell phone.  We took two photographs, one directly after the other (both logged at 10:14 p.m.); the changing shape of the object is evident in them.  It was bright orange in color, yet had a fog like haze around its perimeter.  I stated while viewing it that when really focusing on it with the naked eye, it appeared to be round in shape with a trail or ""spotlight"" appearing to be shining downwards.  Then, the object appeared to r! ise in altitude, the orange ""lights"" dimmed, brightened again very briefly and then it completely vanished leaving us feeling bewildered, curious, a tad bit nervous, but yet excited.   When it was all over with and we were discussing what we thought it was that we had seen and whether people would think we had lost our minds if we mentioned it, we heard cows mooing.  In fact, I made the statement, ""The cows are unhappy about something.""  They continued to moo for at least an hour as if they were upset by something. Prior to releasing the photographs that we have, we would love to speak with an investigator.  We are also interested in whether anyone else reported this as we believe we cannot have been the only two people who witnessed this.",48.0656,-123.0613
"Five Flying Objects Spotted in Port Saint Lucie, Florida, with 4 small craft and one large triangle shaped craft.",Port Saint Lucie,FL,2015-01-01T22:20:00,triangle,"Five Flying Objects Spotted in Port Saint Lucie, Florida with 4 small craft and one large triangle shaped craft. At approximately 10:18 p.m I went outside onto my backyard patio to smoke.  I sat in my chair and looked out to see if there were any fireworks because I could hear them going off all around.   Next thing I knew I saw two Orange fireball objects coming over some tall trees.  At first I thought they were fireworks and then some kind of rockets until they curved to the left.  I wondered if they were some kind of helicopters but I listened but there wasn't any sound at all.  They were moving very slowly.   I then yelled out to my daughter who was right inside ""Come here.  Hurry, you have to see this!""   My daughter came running and she saw the objects.  Next thing we know there were three lights behind it.  I said whatever it is, they are flying in a triangular formation.   Then two more orange objects came over the trees one at a time.  By this time we were out in the backyard looking up.  It was very cloudy almost a fog outside!   The objects didn't fly in a straight line, but curved several times so we got to see them at different angles.  Still no sound!   As they flee to the closest point to us we could see the large triangle object was a solid object with lights a each point of the triangle.   We watched until the lights disappeared into clouds.  The objects were flying low end o ugh that there should have been some sound but there wasn't.  There had to have been other witnesses because with it being New Years Eve a lot of people were out and about in the area.  In addition my daughter tried to film the objects on her cell phone but she said the screen was black and she was unable to film it.",27.285686301369864,-80.36344363992173
2 separate sightings of medium brightness star lights traveling at high speed and great distance and making 90deg turns,North Kingstown,RI,2015-01-02T06:09:00,light,"2 seperate sightings of medium brightness star lights traveling at high speed and great distance and making 90 deree turns Background info:  Approx 1 week ago, I noticed a bright steady light about the brightness of a medium star traveling north to south approximately 45 degrees above the horizon initially.  Thought it might be a satelite, but object then made a 90-degree turn to the west, in the only way I know to describe it is 1"" from my thumb to index finger. Tonight's sighting:  Saw same brightness object travelling east to west in the sky at about 80 degrees above the southwest  horizon in a straight track at 6:09 am.  (I was standing with my neck completely bent back to look up).  The object made a 90-degree turn soon after and then dimmed to nothing approximately 20 seconds later. Judging distance and speed of object, the velocity and turn radius seemed impossible for high flying plane.  Hopefully my unscientific explanation makes sense. I'll keep an eye out closer now!",41.5877,-71.4623
Orange star like UAP; not a star or planet.,Woodland,CA,2015-01-02T06:16:00,light,"Orange star like UAP; not a star or planet. Woodland, Ca.  Friday, January 2nd, 06:16 hours.  Observed a stationary bright orange star like object in the morning sky due east at an inclination of approximately 35 degrees from the horizon.   After a couple of minutes the object faded slightly as it moved southward descending in elevation to a position just below its initial sighting and stopped.  The object then flared up and slowly faded till unseen.  Witnessed by myself and four others.",38.70717218543046,-121.79490860927153
"Triangular craft, Cary, NC.",Cary,NC,2015-01-02T15:20:00,triangle,"Triangular craft cary nc On Sturdivant, saw silent large dark triangular craft with six round lights below it.  I lost sight of it due to tree coverage.",35.78376197916666,-78.80133489583334
